name,house_number,road,postcode,locality,region,country,country_code
Tandem Pópulo,1,C. Ruiz De Bustamante,11005,Cadix,,Espagne,
Paterskerk,138,Truweelstraat,9100,Sint-Niklaas,,be,be
,505,Deaderick St,37219,Nashville,TN,United States of America,
,12634,Olive Blvd,63141,St. Louis,MO,US,us
,142-145,Northumberland Street,NE1 7AG,Newcastle upon Tyne,Newcastle upon Tyne,United Kingdom,
La Barracuda Hotel,1,Avenida De Espana,29620,Torremolinos,,Spanje,
,2175,E. Southlake Blvd.,76092,Southlake,Texas,,
Stadhuis Lelystad,2,Stadhuisplein,8232ZX,Lelystad,,,
Haus Menden St. Augustin,3,An Der Alten Kirche,53757,St. Augustin,,Germany,
,6,Smedjegatan,722 13,Västerås,,Sverige,
Hotel Strandhof,123,Westdorf,26579,Baltrum,Niedersachsen,Deutschland,
,83,Parkstraat,,Den Haag,Netherlands,,
Academy of Music,240,South Broad Street,19102,Philadelphia,PA,USA,
Courtyard Portland City Center,550,Sw Oak Street,97204,Portland,Oregon,Stati Uniti,
"Siófok, Hotel Azúr",2/C,Erkel Ferenc U.,8600,Siófok,,Magyarország,
One Fifty Parker Ave School,150,Parker Avenue,94118,San Francisco,CA,United States,
,369,Corso 23 Marzo,,Novara,,,
La Plancha,55,Morsstraat,2312 BN,LEIDEN,,NL,nl
Bakker Bart Leusden,5,T Plein,3831 CR,Leusden,,,
Hallenstadion Zürich,45,Wallisellenstrasse,8050,Zürich,Zürich,CH,ch
Chocolat Chocolat Inc,8580,St-Hubert,H2P1Z7,Montreal,,Canada,
,10/16,Polskiej Organizacji Wojskowej,97-200,Tomaszów Mazowiecki,,Polska,
,1234,Eddy St,46617,South Bend,IN,UNITED STATES,
Ross Dress for Less,2220,Daniels Street,95337,Manteca,CA,,
Toronto Reference Library YMCA Newcomer Information Centre,789,Yonge Street,M4W 2G8,Toronto,ON,Canada,
NH Collection León Plaza Mayor,15-17,Plaza Mayor,24003,Leon,,Spain,
Archea Brewery,44R,Via Dei Serragli,50125,Firenze,,Italia,
Chambre Funéraire du Littoral,22,Rue Des Landes,85170,Le Poiré-sur-Vie,,,
Heiligenbeeldenmuseum,101,Ruurloseweg,,Kranenburg-Vorden,,,
,21,Ketzerbach,35037,Marburg,,,
U-Haul Moving & Storage of Dayton,1340,E 3Rd St,45403,Dayton,OH,,
,4,Carretera General Del Sur,38594,Granadilla,,Spain,
Restaurant Knossos,35,Sprudelallee,63628,Bad Soden-Salmünster,,Germany,
,24,Breslauer Straße,89584,Ehingen (Donau),Baden-Württemberg,DE,de
Legacy Nails & Spa,4920,Teasley Lane,76210,Denton,Texas,US,us
Residencial Solar S. João ,165,Praça Luis Ribeiro,3700-172,Sao Joao da Madeira,,Portugal,
Schwimmhalle Sollstedt,144,Friedeweg,99759,Sollstedt,TH,DE,de
,2904,Clark Lane,65202,Columbia,,EE. UU.,
,15,Puławska,,Warszawa,mazowieckie,PL,pl
Art Las Palmas,79,Calle El Salvador,,Las Palmas,Gran Canaria,Spain,
,48,Maccurtain Street,,Cork,Corkin kreivikunta,Irlanti,
Hotell Brommavik,45,Karlsbodavägen,168 67,Bromma,,Sverige,
Petul Apart Hotel Am Ruhrbogen,141,Dr.-C.-Otto-Straße,44879,Bochum,,Deutschland,
,1,Nordstraße,51597,Morsbach,Nordrhein-Westfalen,DE,de
YHA Blue Mountains Katoomba,207,Katoomba Street,,Blue Mountains,Blue Mountains,Australien,
Beter Bed,70,Nijbracht,7821CA,Emmen,,Nederland,
,18-20,Station Road,RG1 1JX,雷丁,英格兰,英国,
CityLine,4740,32Nd Avenue South,98118,Seattle,WA,,
Arlo NoMad,11,East 31St Street,10016,New York City,New York,Stati Uniti,
,3,Rudolfplatz,50674,Köln,,DE,de
Rockville High School,70,Loveland Hill Rd,06066,Vernon,CT,US,us
C&A,10,Leipziger Strasse,06108,Halle (Saale),,,
,247,Central Street,,Summerside,Prince Edward Island,,
,19,Mindelheimer Straße,87600,Kaufbeuren,,DE,de
Blackbird Barbershop,80,Saint John'S Street,IP33 1SQ,Bury St Edmunds,,GB,gb
Hotel & Restaurant Kreuzblume,31,Konviktstr.,79098,Freiburg,Baden-Württemberg,Deutschland,
,1615,L Street Nw,20036,Washington,DC,,
Hotel Victoria,3-4,Centralbahnplatz,4002,Basel,,Schweiz,
Le Victoria,35,Av. Jean Janvier,35000,Rennes,Bretaña,Francia,
,6733,Fallsview Boulevard,L2G 3W7,Niagara Falls,Ontario,Canada,
,14,Mozartstraße,68161,Mannheim,Baden-Wurttemberg,Germany,
Hôtel France et Chateaubriand,12,Place Chateaubriand,,Saint-Malo,Bretagne,Frankrig,
TA Brown Elementary,505,W. Anderson Lane,78752,Austin,TX,United States,
Quinte Sports & Wellness Centre,265,Cannifton Road,K8N 4V8,Belleville,Ontario,Canada,
,3900,Boat Club Road,76135,Lake Worth,TX,US,us
Hotel Krone,91A,Juelicher Str.,52070,亚琛,北莱茵-威斯特法伦州,德国,
Porsche Inter Auto GmbH \x26 Co KG ZNL Porsche Saalfelden,1A,Zeller Bundesstrasse,5760,Saalfelden,,,
Mehrzweckhalle Schmalkalden,10,Teichstraße,98574,Schmalkalden,Thüringen,Deutschland,
,138,Linzer Strasse,4810,Gmunden,Oberösterreich,Österreich,
,56,Vorgebirgsstraße,53119,Bonn,Kuzey Ren-Vestfalya,Almanya,
Hyde Park Book Club,27-29,Headingley Lane,LS6 1BL,Leeds,,,
CIBC Branch with ATM144.63 km,225,Boulevard Des Grives,J9A0C7,Gatineau,QC,,
Corvette Projekt,10,,52134,Herzogenrath,,,
SMYTH CO COMMUNITY HOSPITAL – MARION,245,Medical Park Drive,24354,MARION,VA,,
Naturata Recklinghausen,10,Dortmunder Straße,45665,Recklinghausen,,,
,2,Main Street,,Kinsale,Co Cork,,
Stroblwirt,6,Dorfstraße,82386,Oberhausen,,Deutschland,
Chaconia Caribbean Cuisine,26,Deptford High Street,SE8 4AF,London,,GB,gb
Hotel Art Santander,20,Calle Santa Teresa De Jesus,39003,Santander,,España,
Gloria Palace Royal Hotel & Spa,1,C/ Tamara,35130,Amadores,,Spania,
Platte Woods United Methodist Church - Parents Day Out,7310,Nw Prairie View Rd,,Kansas City,MO,,
,,,84800,L'Isle-sur-la-Sorgue,Vaucluse,France,
"Mid-State Pools & Spas, Inc.",2273,Veterans Blvd.,31021,Dublin,GA,US,us
DoubleTree Annapolis,210,Holiday Ct,21401,Annapolis,,United States,
Roma Reial,11,Plaça Reial,08002,Barcelona,,ES,es
Biohotel Mattlihüs,28,Iselerstraße,87541,Bad Hindelang,Bayern,Deutschland,
EVERYDAYPLUMBER.com - Brandon Plumbers,3912,W South Ave,33614,Tampa,FL,US,us
Midas,1604,N Dupont Hwy,19720,New Castle,DE,US,us
"InterContinental New York Barclay, an IHG Hotel",111,East 48Th St,10017,New York City,New York,USA,
 Restaurant Zimdars,51,Sahlenburger Chaussee,27476,Cuxhaven,,Deutschland,
Fort Scott Community College,2108,S Horton,66701,Fort Scott,KS,US,us
Pieper-Kersten Hotel,4,Finkenweg,49196,Bad Laer,,,
,5,Borgo San Lazzero,56048,Volterra,Toscana,,
Volksbank Börßum-Hornburg eG - Filiale Hornburg,2A,Vor Dem Dammtor,38315,Hornburg,,,
,11,Schoodic Dr,19711,Belfast,Maine,United States,
,172,White Plains Road,,Bronxville,NY,,
,998,Harbourside Dr,v7p 3t2,North Vancouver,BC,Canada,
Mountain Brook Junior High School,205,Overbrook Road,,Mountain Brook,Alabama,,
Black Pond Baptist Chuhrch,3644,Old Jennings Rd.,32068,Middleburg,,United States,
,231,Calibre Chase Drive,27609,Raleigh,NC,US,us
,53,Gedempte Oude Gracht,2011 GL,Haarlem,,Netherlands,
Hotel Sommer,74,Weidachstraße,87629,Füssen,,Deutschland,
Lobero Theatre,33,E Canon Perdido St,93101,Santa Barbara,CA,United States,
stays design Hotel Dortmund,79,Paderborner Str.,44143,Dortmund,Renania de Nord-Westfalia,Germania,
Hotel Malcot,236,Leuvensesteenweg,2812,Mechelen,,België,
KinderCare,11,Monroe Pkwy,,Lake Oswego,OR,US,us
Liberty Elementary School,17901,205Th Avenue Northwest,55309,Big Lake,MN,,
Cape Ann Museum,27,Pleasant Street,01930,Gloucester,,United States,
Home2 Suites by Hilton Dallas Addison TX,4875,Belt Line Road,75001,Addison,TX,US,us
Lewis County Fire Protection District #3,238,Mossyrock Rd E,98564,Mossyrock,WA,United States,
YUP Hotel,52,Thonissenlaan,3500,HASSELT,,Belgium,
McDavid Ford Fort Worth,300,W Loop 820 S,76108,Fort Worth,TX,,
De Vooruitgang,11,Markt,5611EB,Eindhoven,,,
Holiday Inn Express & Suites San Marcos South,900,Barnes Drive,78666,San Marcos,Texas,United States,
Congregation Beth Abraham,1073,Elmwood Avenue,14222,Buffalo,NY,United States,
"Hallmann GmbH, Hans-Joachim Schlosserei und Metallbau",5,An Der Sandkuhle,29594,Soltendieck,,,
"Hotel Indigo Los Angeles Downtown, an IHG Hotel",899,Francisco St,90017,Los Angeles,California,USA,
,15,Shoreham Ln,B3P 2R3,Halifax,NS,CA,ca
Parkway Toyota Of Boston,1605,Vfw Pkwy,02132,West Roxbury,MA,,
,383,Avinguda Diagonal,08008,Barcelona,,España,
,2005,2Nd Avenue,55303,Anoka,Minnesota,United States,
KOMED,7,Im Mediapark,50670,Köln,,,
,1901,Dresden Rd.,43701-,Zanesville,OH,,
Subway,8202,N Loop 1604 W,78249,San Antonio,TX,UNITED STATES,
Vodácké tábořiště Dronte Kynšperk,206,Pobřežní,35751,Kynšperk nad Ohří,Karlovarský kraj,CZ,cz
,33,Büchsenstraße,70174,Stuttgart,,,
Courtyard By Marriott Fredericksburg Historic District,620,Caroline Street,22401,fredericksburg,VA,US,us
,,,82020,Campolattaro,Campania,,
Hotel Kappelner Hof,1,Wassermuhlenstrasse,24376,Kappeln,Slesvig-Holsten,Tyskland,
Hyatt Place Secaucus Meadowlands,575,Park Plaza Dr,07094,SECAUCUS,NJ,,
Pinthouse Pizza,4729,Burnet Rd,78756,Austin,TX,US,us
ALDI SÜD,5,Habitzheimer Str.,64823,Groß Umstadt,,,
,915,W 49Th St,33012,HIALEAH,FL,,
Holiday Inn Express West Palm Beach Metrocentre,2485,Metrocentre Blvd.,33407,West Palm Beach,Florida,United States,
Holiday Inn Express Rochester - University Area,717,East Henrietta Road,14623,Rochester,New York,United States,
,75,Friedrich-Ebert-Str.,51429,Bergisch Gladbach,Nordrhein-Westfalen,DE,de
Bella Italia,92,Queen Street,EX4 3RP,Exeter,Devon,,
,8,Hauptstr.,63512,Hainburg,,,
,5202,De Run,5504 DC,Veldhoven,,,
,2,Richard-Wagner-Straße,04109,Leipzig,,,
,1230,North Delaware Street,46202,Indianapolis,IN,United States,
harry’s home Telfs,21,Weißenbachgasse,6410,Telfs,Tirol,Österreich,
,5,Okólna,27-400,Ostrowiec Świętokrzyski,świętokrzyskie,,
Towneplace Suites Dallas Plano/legacy,5005,Whitestone Lane,75024,Plano,Texas,United States,
Wyndham Pittsburgh University Center,100,Lytton Ave.,15213,Pittsburgh,PA,us,us
,,,64111,Kansas City,MO,UNITED STATES,
,5115,Roe Blvd,66205,Roeland Park,KS,,
Tehtaan kenttä,9,Tehtaankatu,37600,Valkeakoski,,,
Singer Theater,1,Oude Drift,1251 BS,Laren,Noord Holland,NL,nl
,1,Unterlinden,6922,Wolfurt,,Österreich,
Hotel Borromeo,117,Via Cavour,00184,Roma,,Italia,
Berliner Hof,6,Ringstraße,24103,Kiel,Schleswig Holstein,Alemania,
The Lincoln Center Magnolia Theatre,417,W Magnolia St,80521,Fort Collins,CO,,
,1185,Perry Street,24061,Blacksburg,Virginia,United States,
The Pool at Talking Stick Resort,9800,East Indian Bend Road,85256,Scottsdale,AZ,US,us
The Gurkha Kitchen,1342,S Mary Ave,94087,"Sunnyvale, CA",CA,US,us
,14,Werkstraße,57537,Wissen,,de,de
Casino Del Sol,5655,W Valencia Road,85757,Tucson,AZ,United States,
,5000,Hennessy Blvd.,70808,Baton Rouge,LA,,
,5300,California Avenue,92617,irvine,california,,
Stadtcafé Sander,12,Kohlenkamp,45468,Mülheim an der Ruhr,,,
Landmark Honda,5125,Duke St,22304,Alexandria,VA,US,us
SAR Große,24,Schulzenweg,19061,Schwerin,,,
,5,Pawia,31-154,Kraków,,Polska,
"Pilgrim Skating Arena, Inc.",75,Recreation Park Drive,02043,Hingham,MA,US,us
El Diablo Hostel Belgrade,75,Strahinjića,,Belgrado,Belgrado,Servië,
Centre Nautique Le Toboggan,310,Quai De La Brigade Du Languedoc,30100,Alès,,FR,fr
,346,Nieuwezijds Voorburgwal,1012 RX,Amsterdam,,,
,12,Bahnhofstr.,36419,Geisa,Geisa,DE,de
,10,Rue La Libauderie,44190,Gétigné,,FR,fr
Bella Napoli Pizzeria,1065,Township Line Rd,19460,Phoenixville,PA,US,us
,12,Via Guglielmo Silva,20149,米蘭,米蘭,義大利,
Esso Tankstelle,12,Weilheimer Str.,82418,MURNAU,,,
"The Laurel Inn, part of JdV by Hyatt",444,Presidio Ave,,San Francisco,California,United States,
Raum 6 im SPORTPUNKT der FTG Frankfurt,28,Marburger Str.,60487,Frankfurt,,Deutschland,
,211,Lincoln St.,95678,Roseville,,,
,3317,Forty Mile Road,95692,Wheatland,CA,US,us
"Närhälsan Trollhättan Rehabmottagning, Gärdhemsvägen 1",1,Gärdhemsvägen,461,Trollhättan,Västra Götaland,Sweden,
Wawa 2,2050,Sproul Rd,19008,Broomall,PA,US,us
Hotel Laudinella,17,Via Tegiatscha,7500,St. Moritz,Graubunden,Switzerland,
Subway,3689,Blue Ridge Boulevard,29691,Oconee County,South Carolina,,
Europaschule Friesenschule Leer,11,Pastorenkamp,,26789 Leer (Ostfriesland),Niedersachsen,,
,24,Orland Square Drive,60462,Orland Park,IL,US,us
Hotel Steinbock / Pizzeria Da Salvi,189,Dorfstrasse,3818,Grindelwald,,Schweiz,
Sleep Inn & Suites,105,San Drive,31322,Pooler,Georgia,United States,
De Leermeester,12A,Rechtestraat,5611 GP,Eindhoven,,NL,nl
,728,E Brady St,53202,Milwaukee,WI,,
AUTO SERWIS SKLEP STYŁA ADAM STYŁA,8,Żmujdzka,31-426,Kraków,,,
Ashford Elementary School,100,Barfield Street,36312,Ashford,Alabama,,
,1501,W. Bradley Ave.,61625,Peoria,IL,,
,4000,E. Ontario Center Parkway,91764,Ontario,CA,US,us
,2,Calle Cañaveral,49032,Zamora,Zamora,ES,es
Best Western Plus Hotel Noble House,6,Per Weijersgatan,211 34,Malmö,Skåne län,Schweden,
Galaxie At Sellwood,7400,Se Milwaukie Ave,97202,Portland,OR,,
Mercure Inverness Hotel,,,IV1 1QY,Inverness,Escocia,Reino Unido,
Notfallklinik Dr. Eismann,20,Bankstrasse,8400,Winterthur,ZH,,
Popeyes (11210 MEMORIAL PKWY SW),11210,Memorial Pkwy Sw,35803,Huntsville,AL,US,us
Park Plaza London Waterloo,6,Hercules Road,SE1 7DP,Lontoo,Englanti,Yhdistynyt kuningaskunta,
Marriott Albuquerque,2101,Louisiana Boulevard Northeast,87110,Albuquerque,New Mexico,Amerika Serikat,
,10,Consumer Center Dr,45601,Chillicothe,OH,,
Abfallwirtschaftsbetrieb des Landkreises Göppingen,41,Carl-Hermann-Gaiser-Straße,73033,Göppingen,,,
Torchlight Brewing Co.,125,Hall St,V1L 7B4,"Nelson, BC",,,
,2001,International Drive,22102,McLean,VA,US,us
Kersting Reisen GmbH & Co. KG,3,Schultheißstr.,59889,Eslohe,,Deutschland,
Hawthorne Theatre,1507,Se 39Th Ave,97214,Portland,OR,US,us
,45,Космонавта Беляева,,Пермь,,RU,ru
,12,Heuwaagstraße,91054,Erlangen,Bayern,DE,de
Rodeway Inn Pronghorn Lodge,150,East Main Street,82520,lander,WY,US,us
,20,Schillerstr.,74321,Bietigheim-Bissingen,,,
,124,12Th Avenue South,37203,Nashville,TN,,
,620,W Washington St,85003,Phoenix,AZ,USA,
Le Métropole,39,Rue Du Sentier,75002,Paris,,France,
Toyota Arena - Ontario,4000,Ontario Center Pkwy,91764,Ontario,CA,US,us
"Holiday Inn Eindhoven, An Ihg Hotel",1,Veldmaarschalk Montgomerylaan,5612 BA,Eindhoven,,Pays-Bas,
Panadera y Pastelera Las 3 Hermanas,619,S Mission St,,Wenatchee,WA,US,us
Imkerei Lohse,11,Uferweg,01877,Putzkau,,,
AOK Rheinland-Pfalz/Saarland,8,Bäckerstr.,56727,Mayen,,Deutschland,
,15,Mäster Johansgatan,211 21,Malmo,Escania,Suecia,
,#92-32,Avenida Calle 26,,Bogotá,Distrito Capital,Colombia,
Hotel Diano Marina,75,Via Generale Ardoino,18013,Diano Marina,,Italien,
,56,Haagweg,,Breda,,NL,nl
star Tankstelle,42,Thomas-Müntzer-Straße,06648,Eckartsberga,,,
,18,Kleiner Ort,28357,Bremen,,,
,8031,Fountain Mesa Rd,80817,Fountain,CO,US,us
Our Lady of Guadalupe Church,2020,E. San Antonio Street,,San Jose,,United States,
,31,Corso Milano,20900,Monza,Lombardia,,
Sparkasse Karlsruhe Filiale Forchheim,38,Karlsruher Straße,76287,Rheinstetten,,,
Dresden,15,Wilsdruffer Straße,01067,Dresden,DE.SN,DE,de
,455,Crescent St.,11208,Brooklyn,NY,USA,
,29,Via Guidino,6900,Lugano Paradiso,,Switzerland,
,1531,West Main Street,,Bozeman,MT,,
Joachim Siegel,4,Friedenstraße,71409,Schwaikheim,,Deutschland,
Jamaica Riding Academy,7000,Shore Parkway,11234,Brooklyn,NY,United States,
,228,Main Street,,North Creek,NY,US,us
,10,Hightower Place,35630,Florence,AL,USA,
Cast Iron Range Cookers Ltd,50,High Street,,Princes Risborough,Buckinghamshire,gb,gb
,4949,N Rancho Dr,89130,Las Vegas,NV,US,us
La Quinta Inn & Suites by Wyndham Granbury,880,Harbor Lakes Drive,76048,Granbury,Texas,United States,
,1395,South Pinellas Avenue,34689,Tarpon Springs,FL,United States,
,1925,Woodwinds Drive,55125,Woodbury,MN,,
,9651,Colerain Ave,45251,Cincinnati,Ohio,United States,
,,,100001,Lagos,Lagos,Nigeria,
7-Eleven (16920 15Th Ave Ne),16920,15Th Ave Ne,98155,Seattle,WA,US,us
,56,Camino De La Mosquetera,50010,Zaragoza,Zaragoza,ES,es
American Shakespeare Center – Blackfriars Playhouse,10,S Market St,24401,Staunton,VA,United States,
Wolf Conservation Center,7,Buck Run,10590,South Salem,NY,United States,
dino,17,Namysłowska,46-034,Pokój,Opolskie,pl,pl
ARAL Tankstelle Bochum,403,Herner Straße,44807,Bochum,,DE,de
A.T.U. Auto-Teile Unger,15,Papenburger Straße,26789,Leer (Ostfriesland),,Deutschland,
Rising Mt. Zion Baptist Church,2705,Hartman Street,23223,Richmond,VA,US,us
,168,North Main Street,06360,Norwich,Connecticut,,
Sieger Automotive Services GmbH,8,Ernst-Abbe-Ring,,Neustadt am Rübenberge,,,
Hotel Mühlenhof,31,Kyritzer Straße,16868,Wusterhausen,,,
Baglioni Hotel Regina - The Leading Hotels of the World,72,Via Vittorio Veneto,00187,Rome,,Italy,
,5,Sputtenwinkelstrasse,88069,Tettnang,,DE,de
St. Peter Food Co-op,228,Mulberry Street,56082,st. Peter,MN,United States,
,7751,N El Capitan Way,89143,LAS VEGAS,NV,,
Monroe Street Framing,1901,Monroe Street,53711,Madison,WI,,
Angerhalle Möhringen,14,Im Anger,78532,Tuttlingen,,Germany,
,301,Main Street,70001,Baton Rouge,LA,,
Clover High School,1625,Highway 55 East,29710,Clover,SC,,
Pfarrkirche Traunkirchen mit Fischerkanzel,1,Klosterplatz,4801,Traunkirchen,Oberösterreich,Österreich,
,7,Richard-Wossidlo-Straße,17192,Waren Müritz,,,
,1,Resort Drive,31421,Savannah,GA,,
Кенгуру-Спартак,135,Каравайковой,,Иваново,,,
,600,E Grand Ave,60611,Chicago,IL,,
Reinhard Nolze,5,Mühltalstr.,69121,Heidelberg,,Deutschland,
,740,Burdett Avenue,V8W 1B2,Victoria,Colombia Británica,Canadá,
,4369,Main Street,V0N 1B4,Whistler,British Columbia,Canada,
,28,Rua Canovas Del Castillo,36202,Vigo,Galizia,Spagna,
Stacked B M X Shop,9442,Magnolia Avenue,92503,Riverside,CA,US,us
,1320,Point Breeze Ave,19146,Philadelphia,PA,,
Парадиз,46,Сююмбике Улица,423570,Нижнекамск,,Россия,
Countryside Station 1,801,S. Midlothian Road,60060,Mundelein,IL,United States,
,225,S Olive St,90012,Los Angeles,California,USA,
,801,Red River St,78701,Austin,TX,US,us
Bo33 Hotel Family & Suites,33,Szövetség U.,1074,Budapest,Budapest,Hungary,
T-Mobile Center,1407,Grand Boulevard,64106,Kansas City,Kansas City,US,us
Mattapoisett Free Public Library,7,Barstow St,02739,Mattapoisett,MA,United States,
,259,Allegheny Boulevard,,Brookville,PA,,
Pensiunea Vânătorul Băile Tușnad,17,Aleea Szent Anna Sétány,535100,Băile Tușnad,,,
Zenit Sevilla,90,Pages Del Corro,41010,Seville,Andalusia,Spain,
Metzgerei zum Schmid,38,Kaltenmoser Straße,,Weilheim,,,
,2704,Newton Street,47546,"Jasper,",IN,,
Old National Centre,502,N. New Jersey St.,46204,Indianapolis,IN,,
Ramada Inn,352,North St,04072,Saco,ME,United States,
Tropical Birds & Pets,79,Victoria Road,,Nottingham,Nottinghamshire,gb,gb
Schüler- und Erholungsheim der Kreuzschwestern Gosau,31,Kirchenstraße,4824,Gosau,Oberösterreich,Österreich,
,1844,Sw Morrison St,97205,Portland,OR,United States of America,
,440,Chemin Avila,J0R 1K0,Piedmont,QC,Canada,
Bakers Dozen,38,Victoria Road,SO31 5DG,Southampton,,,
WILHELM AUTOMOTIVE,14297,West Grand Avenue,85374,Surprise,Arizona,US,us
Hotel Alexander,42,Hertensteinstrasse,6353,Weggis,,Schweiz,
National Quilt Museum,215,Jefferson St.,42001,Paducah,Kentucky,US,us
China-Restaurant Canton,37,Maria-Theresien-Straße,6020,Innsbruck,,,
,1936,Harbor Ave Sw,98126,Seattle,WA,,
,910,Iberville Street,70112,New Orleans,Louisiana,USA,
St. Anne's Catholic Church,440,E Elliot Rd,85234,Gilbert,,United States,
Hampton Inn Manhattan-Chelsea,108,West 24Th Street,10011,New York City,New York,United States,
,100,5Th Street,98264,Lynden,WA,,
"InterContinental Washington D.C. - The Wharf, an IHG Hotel",801,Wharf Street Sw,20024,Washington DC,District of Columbia,USA,
,21,Rue De La Charité,69002,Lyon,,,
Rosenberg,1908,Avenue E,77471,Rosenberg,TX,US,us
Matterhorn Lodge Hotel & Apartments,11,Englischer Viertel,3920,Zermatt,,Suisse,
Hotel Corte Valier,9,Via Della Pergolana,37017,Lazise,Veneto,Italy,
Jelly Belly Factory,1,Jelly Belly Lane,,Fairfield,CA,,
The Edgemere,4201,Locust Street,64111,Kansas City,MO,,
,9,Bursztynowa,76-156,Dąbki,Zachodniopomorskie,PL,pl
E-Tax Service,31198,Beck Road,48377,Novi,MI,,
,51,Stübeweg,79108,Freiburg im Breisgau,Baden-Württemberg,DE,de
Hotel Denk Bed & Breakfast,3,Bahnhofstr.,4655,Vorchdorf,Oberösterreich,Österreich,
Bed & Breakfast Zuidlaren,17,Telefoonstraat,9471 EK,Zuidlaren,Drenthe,Netherlands,
Thomas Beaver Free Library,317,Ferry Street,17521,Danville,PA,United States,
FITNESS FIRST KÖLN BAYENTHAL,271,Bonner Straße,50968,Cologne,,DE,de
,17317,Conneaut Lake Rd,16335,Vernon Township,PA,,
,35,Kerkstraat,5401BD,Uden,Uden,Netherlands,
Rosebar,1215,Connecticut Avenue Northwest,20036,Washington,DC,us,us
Regions Bank,1601,Washington Avenue,33139,Miami Beach,FL,,
Hilton Garden Inn Phoenix Downtown,15,East Monroe Street,85004,Phoenix,Arizona,United States,
,32,Noordeinde,2231 LL,Rijnsburg,,Netherlands,
Hampton Inn Columbus South,4017,Jackpot Road,43123,Grove,OH,US,us
"Matild Palace, A Luxury Collection Hotel, Budapest",36,Vaci Utca,1056,Budapest,,Hongrie,
JINYA Ramen Bar - Athens,351,E Broad St,30601,Athens,GA,US,us
,21,Rue De La Vanne,92120,Montrouge,,fr,fr
,111,Smithfield Street,15222,"Pittsburgh, PA",PA,,
Lexus of Chandler Auto Repair Service,7430,W Orchid Ln,85226,Chandler,AZ,US,us
Summit Lake State Park,5993,N Messick Rd,47362,New Castle,IN,United States,
Ośrodek Promocji Gminy Węgierska Górka - Gminna Biblioteka Publiczna Węgierska Górka,43,Zielona,34-350,Węgierska Górka,,,
,1200,Brickell Avenue,33131,Miami,FL,,
Camping Park Umag Mobile Homes,132A,Ladin Gaj,52470,Umag,,Croatia,
Hotel Vienna,54,Via Giorgio Rizzardi,30175,Marghera,Venetien,IT,it
,29,Storgatan,,Tranås,,,
Harbour Cove Marina,5910,Vacation Lane,20751,Deale,MD,US,us
Fachklinik Oldenburger Land,9,Neerstedter Straße,27801,Dötlingen,,,
"TivoliVredenburg,",11,Vredenburgkade,3511 WC,"Utrecht, NL.",,Netherlands,
,4,Place Albert Gérard,13660,Orgon,,France,
Junushoff Theater,3,Plantsoen,6701 AS,Wageningen,Gelderland,NL,nl
Hot Springs,1801,N Pershing St,87901,Truth or Consequences,NM,US,us
Endeavor Health Glenbrook Hospital,2100,Pfingsten Rd,60026,Glenview,IL,,
Van der Valk Hotel Amsterdam - Amstel,20,Joan Muyskenweg,1096 CJ,Amsterdam,,Paesi Bassi,
Presidio San Agustin del Tucson Museum,196,N. Court Ave,85701,Tucson,AZ,,
Studio 338,338,Boord St,SE10 0PF,London,England,United Kingdom,
Raab Karcher Waldkraiburg,10,Ratiborer Straße,84478,Waldkraiburg,Bayern,,
Sharm Hotel,33 B,Raadhuisstraat,1016 DC,Amsterdam,,The Netherlands,
Holiday Inn Express & Suites Lenexa - Overland Park Area,9620,Rosehill Road,66215,Lenexa,Kansas,United States,
,3,Pocztowa,83-010,Straszyn,pomorskie,,
RO-TECH B2B-Shop,53,Waldbahnstr.,83324,Ruhpolding,,DE,de
Worldwide Backlinks,658,Church Street,3121,Richmond,Victoria,Australia,
,13B,Via Castiglione,,Bologna,,,
Richardson Richardson & Boudreaux,7447,S. Lewis Ave.,74136,Tulsa,Oklahoma,,
,5,Rue Jean Jaurès,83120,Le Plan-de-la-Tour,,FRANCE,
,840,Apollo Street,90245,El Segundo,CA,US,us
,1-А,Ул. Физкультурная,,Южно-Сахалинск,Сахалинская область,RU,ru
Auto-Mart Żyrardów,82,Jaktorowska,96-300,Żyrardów,,Polska,
Gary H Baker PA,2470,Sunset Point Rd,,Clearwater,FL,,
Centro-de-dia-Aralia-Ensanche-de-Vallecas,1,Avenida Cerro Milano,28031,Madrid,Madrid,Spain,
,400,Winchester Drive,22602,"WINCHESTER,",VA,,
,65,Zeestraat,2518 AA,Den Haag,,NL,nl
,17,Place Du Bronze,6980,La Roche-en-Ardenne,,Belgique,
,10,Via Francesco Daniele,81100,Caserta,Campania,,
Hilton Washington DC National Mall The Wharf,480,L'Enfant Plaza Sw,20024,Washington DC,District of Columbia,Verenigde Staten,
Gasteiz Jimmy Jazz Sala,4,C/ Coronación De La Virgen Blanca,01012,Gasteiz,Araba,Spain,
,368-370,Green Lanes,,London,England,United Kingdom,
Dunkin' Donuts,100,Eddy Rd,,Manchester,NH,,
,3348,Peachtree Rd,30305,Atlanta,GA,,
La Escalera de Jacob,9,Calle De Lavapiés,28012,Madrid,Madrid,España,
Wibby Brewing,,,80501,Longmont,CO,,
,30,Willy-Brandt-Straße,70173,Stuttgart,,,
The Grand at The Complex SLC - Complex,536,West 100 South,84101,Salt Lake City,Utah,USA,
,61,Wythe Avenue,11249,Brooklyn,New York,United States,
,1560,South Interstate 35,78666,San Marcos,TX,US,us
